-5.4545,-6.2142,-9.6362,8.3937,-1.8932,-7.2833,-8.8398,-7.2228,1.8059,4.8657,-8.3381,-8.0639,5.268,-9.7131,-9.3548,7.1271,-6.5433,-7.3764,3.0681,-0.652,-9.8665,-9.7349,1.0834,-0.9556,-5.5918,1.0931,-3.983,9.4407,5.9062,6.4845,-5.0151,-0.8998,-2.0126,6.5688,-8.5487,6.9255,5.7384,-6.361,6.4561,-5.0821,4.1257,-2.3798,-8.4579,-1.7276,-5.7508,-7.0741,-8.8246,4.6192,-3.7147,-7.442,-6.5626,4.1618,-4.2966,-0.4441,-0.751,5.6318,0.5707,0.6009,7.1028,-7.2669,-6.8756,6.9553,7.7015,9.4976,-8.9994,2.967,7.9475,9.728,-8.4827,9.4127,-2.9423,5.2459,1.0174,3.7982,9.3775,0.2532,9.073,-0.283,-7.3626,-8.6284,5.1667,6.8934,-5.0429,-5.0296,3.1901,2.0525,-5.692,-3.8945,5.7571,1.6046,0.6658,-6.0363,6.4164,-5.8094,6.5923,-5.8593,-6.3358,3.6759,4.0448,-7.436,7.7874,5.2457,-9.6853,-0.7107,3.4209,3.2498,-2.0835,1.6657,-7.5282,-0.9078,-2.9267,-6.1075,-9.8871,-3.0009,1.5788,8.0414,5.6324,-2.5996,7.6919,6.0629,-5.5143,6.545,3.519,1.9433,9.4738,-7.3548,8.0966,-9.3723,8.9418,8.119,-0.2478,2.8343,-7.9377,4.5098,-5.5215,-9.1932,1.3411,-7.0728,6.912,8.8959,5.3058,-3.9908,3.3522,-7.6898,1.3181,-7.1755,7.1981,-1.4014,2.0659,-7.5149,-8.4389,-9.6256,7.9249,6.6332,-0.3422,1.7804,6.4892,9.3788,3.4484,-4.939,-7.8518,3.8626,-3.1701,7.2324,4.717,-7.5914,7.8133,-0.3295,7.8133,-6.2299,8.7623,8.515,5.799,-9.8229,0.2148,9.3482,5.9708,6.3154,-1.0381,-9.6072,7.5282,-4.7347,-7.7971,5.8916,7.5544,2.9968,-6.6217,-8.9184,6.8306,7.3213,-4.8237,-4.9685,5.0108,0.1331,-7.177,9.7034,2.1086,2.9916,-4.8585,8.2033
-6.0393,8.0083,5.4779,-4.9517,9.7907,-6.1599,-7.1735,-5.9443,-5.6774,8.1365,-9.5094,-0.3386,1.2222,-9.2749,-9.5531,-4.319,-2.7968,-3.3474,-9.6576,-8.1874,9.1127,4.5671,8.2067,-4.8644,6.0756,6.9586,2.6747,4.7854,9.089,4.9523,3.5916,3.4659,2.4364,-1.6163,-2.7408,-8.3701,-7.8833,-5.572,-5.3212,1.1154,9.8866,-1.7986,9.4128,4.8598,4.9919,-9.1857,1.5145,-6.2785,-9.724,5.1641,-0.765,5.3512,-6.9533,7.1482,-3.311,9.199,2.9031,9.471,-8.2975,7.1134,2.0747,-1.5202,3.2801,9.9114,7.7636,7.5309,-7.384,7.3299,4.8166,4.6861,-9.3722,-4.599,-7.3006,-9.7328,4.8316,2.8575,8.6017,1.5622,-7.176,6.59,2.4396,-4.7885,5.7851,-2.1095,-4.2081,8.9894,-9.0673,-1.1017,5.0256,-6.8645,-8.8514,8.4617,-8.0917,4.8254,-0.1932,10.0,7.4982,6.2898,7.7884,4.6931,-5.4283,-9.1563,-7.1132,-2.4272,-4.3597,-8.8141,-5.5021,-4.2403,2.7961,9.0703,6.4543,4.7632,-2.0288,-1.4548,-3.0581,8.0353,-7.0869,-5.6653,9.8962,7.1994,-9.7277,-1.604,4.8866,-8.7092,-4.4808,9.755,4.0565,6.0715,0.9736,2.8594,-3.0599,0.6763,4.0096,-5.0134,-7.9931,-4.0877,-4.5131,5.4569,9.7073,4.8018,5.8581,-1.714,-3.3499,3.5177,3.1801,-9.7574,5.8106,-5.1419,-4.5499,-2.7114,6.1152,-2.9965,-5.2288,-8.3549,-3.6316,0.9638,-1.0654,-7.5219,-3.3091,-9.6594,2.2372,-3.7325,7.6353,-7.5086,7.1087,5.3396,2.0587,-3.8199,-8.2049,-7.5606,5.6565,3.9775,-2.4408,-6.0864,-2.1438,-4.0338,-7.441,-8.6809,-3.0443,8.5198,-1.9573,6.7592,-4.3797,8.0316,0.0866,5.391,-3.0006,1.553,9.4353,8.8827,-6.4766,-1.1235,-9.6651,1.6153,7.5948,-3.2487,2.2275,4.6794,-0.2553,0.9214
-4.2856,1.5811,-5.6594,2.0316,-1.6188,-1.4969,-4.6933,7.293,3.1827,-9.3621,0.1942,-1.6889,-8.0534,7.3669,5.1908,6.6649,9.1041,-0.2266,5.4274,-4.4647,3.8393,-2.2781,2.9891,-4.5825,-1.9383,-8.0452,-0.9035,-0.945,-5.6958,3.7671,-2.6512,-1.9174,0.3062,7.3087,-2.4408,3.399,7.6942,-6.5216,-0.5088,3.4466,5.2706,-8.1028,5.8913,5.0355,4.0265,-4.4421,-0.1831,3.2157,4.477,-8.4206,4.1927,-9.2386,-8.2735,8.6771,9.08,-1.8427,-5.0639,4.0179,1.8034,-7.248,8.5707,9.2709,7.3886,-9.4141,-2.8235,7.6753,-8.5033,-0.9783,-9.9573,-3.8874,6.5403,1.8028,9.2204,0.956,-0.3606,4.6399,-2.4151,-2.7316,-8.3359,-9.6713,-3.9079,-4.4678,6.5155,-8.0148,0.4791,6.4217,6.4357,5.9975,4.0737,2.8183,-3.1736,6.6669,-9.3348,-1.723,-7.9008,-2.869,-7.088,-4.2413,-6.4196,0.8713,-9.3769,-5.6496,0.261,8.2803,8.5925,-1.9663,8.0823,1.2404,5.8198,-0.8327,2.66,-5.881,-6.5935,0.3937,3.8127,7.1447,3.7325,-6.2465,-3.774,7.0193,-3.8313,-8.0291,3.2387,8.6153,0.9079,-2.7306,6.9129,-1.8395,4.1073,-1.234,-4.8716,1.9414,-9.2407,6.934,-5.4383,2.239,0.8724,9.4647,-9.0352,7.4452,6.4764,-4.938,9.5307,-2.267,-1.4385,6.7707,-1.4369,0.3433,3.6003,-1.8927,8.6901,0.6715,0.5247,8.8004,-3.8187,-5.5364,4.3884,8.8248,4.9279,0.3147,-8.7598,9.9846,-2.6642,-0.832,-8.2444,3.0515,2.6171,5.2568,-6.4722,4.7619,4.08,0.0022,9.8587,6.0844,9.192,7.5786,-9.0855,7.9152,2.1854,0.1692,9.3059,-9.8105,5.118,9.8515,0.6427,-3.5006,-3.5681,2.595,-3.8773,-8.68,-8.748,2.5046,-2.59,-9.8622,-6.9662,7.2335,6.8837,-0.0937,1.9662,-1.611
8.0687,8.148,-5.4918,-4.1619,5.2464,-8.2626,5.5226,4.3205,7.4726,7.3925,7.9237,-3.2098,6.5583,4.578,1.4049,-5.8765,-9.1071,-7.8771,-0.9699,1.119,-3.7442,-2.3925,7.5794,7.9215,-6.0238,-5.3458,7.2166,0.0717,4.1995,-0.1016,-8.6215,1.8256,8.9715,6.6805,-2.0557,4.6247,6.0398,1.8055,-0.3471,8.8995,-8.7164,-1.665,-3.5451,-9.979,7.4599,4.8738,0.937,8.8764,7.0259,-8.1813,-6.4492,5.6964,8.1974,-5.3894,8.6634,-5.2058,-0.7854,-3.3576,3.983,-5.0021,3.425,0.2277,-1.3778,-5.3557,-6.9811,-7.4493,9.3259,-6.8377,2.2837,-2.4747,0.3072,-7.8164,5.3004,-2.4496,7.5817,-4.816,-5.0817,-3.7415,1.5249,-2.3541,-1.3186,5.8914,-8.3066,-0.9945,4.5,6.9112,-0.8189,6.1878,-0.282,7.4742,-4.0649,2.0307,-0.3919,4.8923,6.9355,3.9297,-4.9127,-7.1356,-2.6153,-4.7171,-2.7334,5.372,4.3261,0.7148,-3.3695,-2.8589,-9.6437,-3.6661,-3.6879,1.523,-9.3636,-8.5156,9.5419,3.9758,-7.2511,-3.6613,-4.869,-3.5152,-1.7197,-0.4006,-6.7467,8.2635,6.3103,6.7663,6.7703,1.87,9.0661,7.5633,9.266,-8.1435,-0.1969,-7.5693,1.8176,5.6288,7.7577,0.8869,-9.3319,3.4339,4.6836,-3.1075,-1.9805,-0.9601,7.5908,-2.689,-2.5492,-7.0334,-1.3699,0.8928,-1.4348,6.4539,-0.92,2.2585,-6.4856,-0.3865,4.1574,-4.354,8.1404,-1.925,6.5355,3.2015,5.9435,-5.4678,8.0985,-6.9338,2.2797,-4.3613,6.0484,-2.0967,5.7822,-0.317,2.412,-7.0602,5.4829,-6.092,1.271,0.5337,-3.3395,7.3945,8.17,6.5818,-7.605,-9.4369,0.2601,-0.9514,7.4003,6.1012,-5.0928,8.9257,0.2208,6.5167,-5.789,-7.1657,8.8527,-0.5576,2.925,0.6956,3.9074,-7.731,8.0521,5.7773
-1.337,-0.4456,-4.0743,0.3575,0.88,4.2041,8.5542,3.1093,-1.6773,2.3093,-4.038,-8.0286,3.4287,-6.6792,-3.0632,1.0896,2.7248,7.6171,-5.6855,4.0087,7.8292,-9.3066,-5.0283,-2.2597,6.0735,-9.2476,1.7372,-3.9315,-4.9981,3.3612,-3.3595,8.0918,9.9097,-4.294,-7.7883,2.926,9.5201,1.4195,-4.5768,-7.9154,2.0079,9.5736,1.6631,7.7974,8.1704,-8.9388,-8.3564,-1.6093,-8.7198,-6.1149,-8.2553,-0.096,-2.5951,3.9432,-3.4705,-2.3522,-3.5009,-0.6691,5.9678,-1.288,-5.2591,2.7394,3.394,6.1386,-9.878,-7.3815,8.2348,-4.868,-4.5893,0.9084,-4.2381,-2.059,-8.8838,6.5905,-2.9445,7.2325,-3.2192,-9.6845,9.6087,2.0275,9.2708,-8.3036,9.8413,4.9164,-0.1069,8.8385,-9.463,-9.0293,-9.9057,-5.27,9.1811,-1.7666,2.7689,-8.0734,-1.4104,-1.5505,3.4714,2.1135,2.3678,8.9676,-6.8701,8.0174,-6.1633,-3.7369,4.2372,-8.1824,-4.6632,-8.891,2.7369,-9.703,2.8698,3.2191,-5.425,9.0257,0.1948,-3.4604,-1.3599,3.105,-5.3598,-7.018,-9.4097,-7.628,1.268,-0.874,-7.3401,-3.7822,-9.9288,-8.5744,5.9528,6.869,-0.0834,8.4053,7.963,-9.478,-0.209,8.3727,-2.0311,-2.0239,3.4988,3.2225,-5.7366,-5.3487,-6.7787,7.4075,-1.2948,-6.6592,3.7186,-6.2256,5.9467,0.0942,0.1618,0.4239,-9.5813,4.2128,6.9915,6.3776,7.4428,1.6939,-2.7291,-9.6462,-9.8773,-0.7245,-9.3977,4.5748,5.9117,-2.3512,-8.7129,7.7992,-4.8638,3.7359,-4.3796,4.5012,-2.0524,-4.4802,-4.2361,-0.0501,3.0257,3.7053,6.3549,1.8727,-1.8122,-2.0355,-4.8944,9.038,4.7193,-0.142,6.5137,4.8911,-1.1135,-5.916,0.1028,9.0773,5.1135,3.1842,-3.2233,-4.7167,0.5831,-6.8759,-1.5964,6.925
4.0153,9.8422,-3.2412,6.4836,1.5582,-2.4784,-8.1823,-7.5366,-8.7855,-7.3568,-3.8629,-6.7636,-0.1149,7.1222,4.9764,-3.6541,-1.0633,0.9114,-7.1363,-7.5171,2.267,-7.0267,5.5324,6.672,-2.7325,-4.7139,-4.0764,9.2135,0.2554,-6.5829,8.6858,-5.3369,5.5397,-5.6414,-5.7945,9.1752,-7.9096,3.4928,-9.5598,0.6696,0.632,1.5101,-0.4408,7.5477,2.342,1.3119,8.8218,7.499,7.7309,-1.5853,8.7485,-9.3738,-3.1636,1.707,-0.65,6.5866,4.0129,9.0857,8.6878,3.7945,1.2005,3.2998,-1.064,2.0665,8.8679,9.0168,8.3313,-5.4762,0.8932,2.8206,-1.3256,-4.4673,2.1944,3.9895,3.6336,-0.9914,-0.089,1.3613,-3.3882,2.1379,0.848,9.9849,-6.8976,5.8485,5.811,-9.4054,7.2272,9.0009,3.6995,4.743,6.1546,0.9363,-1.44,-9.7386,-5.8403,9.512,1.4325,0.7615,7.6631,2.7188,-1.5603,9.2281,3.1834,-2.1175,3.3747,1.3131,5.3562,-3.6121,8.6821,3.5519,-6.8745,5.8783,1.4045,3.769,-0.6867,3.6163,5.4309,-1.4478,-8.6652,3.1891,9.5611,-7.2112,-6.4026,-8.9638,-9.0756,-0.8208,-4.4774,-7.1193,9.3477,5.4106,3.7793,-8.0435,-7.6711,9.8965,-1.2574,-8.9801,-4.4128,6.0437,5.3827,4.2498,9.8926,4.6115,-1.5133,-7.4109,-4.6624,4.579,3.529,0.5699,-3.1604,-4.727,8.0242,7.2979,-9.062,4.1517,-5.6854,0.9721,1.8304,5.8473,0.7702,9.5989,-9.8477,-8.4465,1.7145,-1.3592,9.9845,-9.8589,-7.6232,2.0883,6.8871,6.4743,8.0308,-4.4976,3.6697,1.2153,0.1934,-7.0871,-4.0086,3.555,-8.789,-2.5007,-7.9658,1.7066,6.7884,-1.8546,1.7255,-7.2224,-4.4943,-4.4083,0.3352,1.2288,7.6756,7.7272,6.3658,-6.6606,3.084,5.6799,1.6933,-6.0618,8.7744,-3.6362
8.5749,4.2275,-3.7178,-6.7203,-5.3475,4.8456,7.0664,-6.7731,-7.6752,4.3711,7.3448,-0.5733,-9.3634,-7.9906,-8.2329,5.7069,-5.7516,0.7793,-3.035,-4.7886,-8.3354,5.6151,7.1219,0.1304,-3.9982,2.7697,-0.1742,-9.6384,-5.0119,9.5096,-8.0125,-4.9943,-1.8658,4.3553,7.4359,-7.6657,-1.883,7.319,3.6194,-8.1586,-8.2338,-9.1576,1.6403,8.8205,9.9268,-2.335,2.4772,-0.7966,-3.0353,0.5762,3.5636,8.2122,-4.9754,2.7662,-0.5709,1.7148,-1.8361,6.1023,7.3287,0.1505,2.2444,9.2607,-4.9575,2.6345,-0.7336,-6.779,-8.1201,1.6816,7.7276,9.4889,-2.3627,7.2937,-1.3185,2.4718,5.4047,9.4986,2.4917,0.9712,-0.4039,-7.2098,-6.1069,1.0843,-2.5266,-1.8174,-5.7292,-2.3962,-2.8231,-9.9168,8.1473,9.2276,-4.9623,4.1603,-7.9462,-6.3627,-5.2702,5.1342,-1.0426,7.9689,-7.1495,-3.4497,1.9942,-9.6022,1.6573,-6.2651,6.5433,-1.1868,-3.7403,7.5871,-2.3554,0.5372,-5.4601,2.521,-8.6149,5.674,7.8012,5.0086,-2.7816,3.284,-8.8727,7.1741,8.3592,-5.9304,-6.3153,7.6252,0.7108,-6.9711,0.0899,-2.0247,7.7723,3.1182,4.7632,-9.5673,3.6603,0.0333,5.5391,6.8191,9.8537,5.7218,-1.0027,8.8083,-9.4841,-1.7792,-8.3684,-8.5187,8.449,-9.2156,8.9285,-2.0619,-7.5463,-9.6257,5.0333,9.9658,5.5141,4.0632,7.9861,2.4994,7.1056,2.6168,-6.9264,-6.7362,1.8701,9.42,-8.7975,-8.0565,6.795,-5.7074,6.5055,9.864,4.339,3.1303,-9.4584,-6.4362,3.3482,-2.6966,-6.2186,-6.3084,-3.5446,7.0563,-0.7644,-5.7995,-4.5738,-8.8364,5.1843,-3.6207,-4.9445,6.4601,-6.0482,-9.0384,0.3244,7.2306,1.7043,-2.394,3.9804,-7.9188,1.2137,-5.8148,-7.0106,-9.7454,0.8583,7.7757
-7.4148,-7.7152,-7.0475,-7.4314,-0.861,-3.2235,-9.1987,-0.0075,-4.1947,5.3294,-6.971,2.7299,2.2427,-1.8278,-3.0516,-9.3256,-4.5742,5.7877,-8.8716,-9.7148,6.4067,-8.0614,-2.5214,-8.2267,-3.6362,-7.5952,-3.035,-0.9882,9.3394,-8.1046,4.9852,-1.9319,-9.4378,9.0944,1.5318,-5.9043,-1.5757,4.0604,2.6074,-6.1805,5.1427,-6.3379,5.758,4.354,8.0578,-9.7137,-7.6954,0.6076,1.8738,-7.2388,-1.1415,-1.8498,-0.9532,-3.8738,-4.168,-8.9541,-9.8392,-5.6903,-6.8074,7.8683,1.9167,-2.4852,-1.394,-4.9756,3.0574,-9.2619,-9.4613,7.6664,-5.7723,-9.848,8.7139,-9.6673,3.9259,8.3367,-5.455,-9.8193,-8.3769,8.9196,-9.3955,2.1907,-7.5386,-5.6699,9.8694,8.8942,-2.9558,-4.8225,7.137,-8.9677,-6.3476,-0.5349,-9.1972,0.3407,-6.8823,7.8659,-3.8838,1.7971,2.5922,3.0091,-5.2937,-6.4111,-2.0325,4.9051,8.1313,-3.0972,-8.9242,-8.3337,0.6907,7.6497,-2.3711,-4.7773,-5.7276,-1.8089,2.3013,-0.8218,1.4682,-3.3283,-9.5608,5.1284,-6.4318,7.7767,0.5332,-1.1767,5.4302,-7.0648,4.5331,-7.1871,1.8159,5.0595,5.0667,-2.567,-8.102,6.0459,-8.4847,-9.8393,6.1215,1.1688,2.287,0.2561,-1.0042,-6.2461,-5.9257,0.5415,3.9384,8.1214,3.5171,-2.7903,-7.0353,-5.1621,2.6361,2.3673,-7.446,-6.9092,-3.612,-5.9814,6.6514,8.3258,-7.8816,-7.2371,-3.4694,4.1108,6.3262,4.6221,8.0366,-1.1093,-1.1857,7.3282,-6.7729,-7.3692,3.5946,-2.0353,3.2111,9.9744,6.7264,9.4525,8.4205,-4.1189,-8.3215,2.9116,5.7945,4.4144,-9.9106,-1.3183,1.7692,6.6122,-1.0208,4.3798,5.307,-3.6691,9.7756,9.9223,0.3158,0.0755,-3.414,7.2921,0.9828,7.0262,-0.3936,-8.3773,5.3706,-1.4832
8.5747,-9.8516,8.3235,0.3765,-2.9363,-9.6106,-8.8569,2.8032,9.5268,0.6976,-2.6528,0.3459,5.3545,0.9322,-8.1327,-6.7386,-5.1113,-7.0526,9.9912,8.693,7.8556,5.1013,0.1319,-2.9869,7.8988,8.6285,9.3942,9.8744,-5.4684,4.7136,-0.1882,4.7304,-2.1085,2.2082,-4.7947,0.1571,-4.0317,-9.2062,7.3372,-2.0812,3.1602,-3.9228,-9.5809,-0.752,-3.2657,4.8404,2.5537,-0.3747,-7.4175,5.5027,-3.1425,9.0691,4.5015,-4.8913,7.6369,-8.7167,0.3908,-0.5405,1.1855,2.0515,-6.8887,-3.1659,7.4507,-5.2471,2.5754,0.1869,-7.8023,6.6664,1.5753,-5.0171,-9.555,0.0379,5.7736,-5.0193,0.7785,3.4116,-8.2255,-9.4738,-1.3508,2.4822,9.4103,3.6967,-9.9883,8.8002,9.7592,7.2271,-2.7528,9.6633,9.2886,6.7485,0.1826,-6.5839,-7.3083,7.4066,-0.7112,-1.7068,8.3769,7.3301,-5.1627,7.0643,1.0425,7.0999,-1.4913,-3.0195,-0.1634,0.3329,0.6767,-7.5845,0.4591,3.689,9.6162,-0.2645,-9.406,-7.9007,-3.9757,-2.3713,-6.1842,7.3322,-1.9196,6.8912,-0.1184,5.3618,-5.6216,9.2861,-3.1879,-9.3641,-6.9438,-4.1317,-0.8438,-5.3236,-4.931,-3.6809,-0.0521,7.1102,-7.7091,-0.1994,6.7981,2.6724,-9.3025,-7.62,-5.6067,-3.0483,8.0751,-2.8541,4.5359,-8.0301,-8.5217,3.1146,1.8603,4.676,3.2871,5.7898,5.4127,-8.2324,-1.1587,-1.2047,2.1283,-5.5202,-7.604,3.6,6.3904,-3.1327,8.1363,-6.9425,-3.8962,-2.7708,8.5258,4.6633,6.2789,6.4135,5.2101,8.7657,-7.9252,7.1274,7.5459,2.2976,2.3016,3.9291,2.8067,5.9364,-7.6256,9.5009,-1.5895,-6.054,-4.6599,5.5829,-5.7309,4.5688,-0.98,-5.3116,-1.6517,-6.4217,0.5659,-8.6484,-0.3049,-2.7089,-0.2418,2.2531,6.5349,1.4708
-2.3193,3.9938,-4.8082,6.4922,-2.0475,3.064,4.736,-9.3264,-9.9791,7.5013,7.1577,8.1593,5.1322,-0.3579,-1.3634,-0.2809,9.5793,-7.771,-3.9052,4.4012,-3.4405,-8.6457,0.7648,-0.9314,-1.4054,9.887,6.2744,-5.3939,4.848,-5.5467,8.0221,-4.575,-3.0018,1.5111,7.9857,1.9917,0.9013,-1.0474,-8.3478,4.9321,-5.1749,5.3246,-3.9674,-6.1094,-3.6825,-5.6839,-2.8016,2.2816,0.2702,-5.1579,-0.1141,8.8298,-5.6482,3.1927,-5.5365,2.2523,-8.4588,-3.9203,3.4597,-2.2409,5.8531,-0.621,-5.7481,-6.0645,-9.7656,-2.8865,1.9594,-7.4942,8.4362,-1.1072,5.709,-5.2818,-8.0508,-8.2917,-3.5938,-1.9911,-9.4273,2.9585,-4.8964,8.4514,2.0665,6.6061,-4.2485,-8.5436,-9.7884,0.6662,-1.3314,9.272,-9.9115,-0.9826,-3.9877,-8.5997,7.5079,3.2117,-9.8651,-1.532,-4.274,-2.906,-4.3463,8.165,9.5815,-8.8058,5.2,8.6023,-6.5322,-6.0542,9.18,-0.6778,-7.2018,2.8076,2.7839,1.8499,4.2503,1.6944,-1.6194,-0.2094,4.524,-1.4471,-5.56,-4.7832,-1.2824,-7.7138,-4.1162,7.3099,-4.4021,3.8844,-8.61,9.6927,-8.152,0.7426,4.0981,1.9392,-7.2747,6.141,-5.7488,-9.4897,-5.5029,6.4618,9.6168,-6.529,-7.483,-9.938,-0.3238,1.1693,6.7748,4.0518,-6.8218,7.3682,6.8066,-1.8517,-2.8321,6.9197,3.651,2.2528,5.0979,1.1597,-4.2482,-2.4375,-2.7685,1.0689,3.6067,1.9174,0.5441,1.9789,-3.3488,-7.0908,3.2016,-4.3748,-8.5115,-2.5414,-4.8244,-0.6378,3.2082,-6.9707,3.9954,-1.6134,-5.467,-8.8745,8.1079,8.6377,0.4276,7.9256,7.6283,7.3402,-9.4369,-1.3373,8.0387,7.7077,1.4113,-6.7048,-1.7089,9.8435,1.902,-3.8559,-0.775,3.8192,-0.988,3.5911,-5.4904,2.8006
